image_name,latency_ms
frame_000212.jpg,3511.168
frame_000213.jpg,3515.466
frame_000214.jpg,3478.670
frame_000215.jpg,3455.643
frame_000216.jpg,3469.485
frame_000217.jpg,3587.516
frame_000218.jpg,3435.855
frame_000219.jpg,3464.314
frame_000220.jpg,3466.612
frame_000221.jpg,3422.820
frame_000222.jpg,3697.775
frame_000223.jpg,3733.159
frame_000224.jpg,3584.286
frame_000225.jpg,3684.572
frame_000226.jpg,3693.772
frame_000227.jpg,3533.599
frame_000228.jpg,3699.538
frame_000229.jpg,3542.244
frame_000230.jpg,3742.073
frame_000231.jpg,3581.357
frame_000232.jpg,3558.286
frame_000233.jpg,3621.521
frame_000234.jpg,3444.033
frame_000235.jpg,3418.849
frame_000236.jpg,3475.810
frame_000237.jpg,3428.627
frame_000238.jpg,3425.345
frame_000239.jpg,3464.532
frame_000240.jpg,3422.968
frame_000241.jpg,3773.798
frame_000242.jpg,3722.339
frame_000243.jpg,3624.507
frame_000244.jpg,3557.387
frame_000245.jpg,3640.471
frame_000246.jpg,3530.239
frame_000247.jpg,3564.816
frame_000248.jpg,3494.637
frame_000249.jpg,3466.047
frame_000250.jpg,3450.124
frame_000251.jpg,3832.145
frame_000252.jpg,3764.325
frame_000253.jpg,3743.356
frame_000254.jpg,3539.541
frame_000255.jpg,3674.647
frame_000256.jpg,3505.684
frame_000257.jpg,3442.970
frame_000258.jpg,3584.994
frame_000259.jpg,3511.124
frame_000260.jpg,3549.369
frame_000261.jpg,3442.035
frame_000262.jpg,3734.363
frame_000263.jpg,3524.940
frame_000264.jpg,3593.868
frame_000265.jpg,3667.917
frame_000266.jpg,3541.629
frame_000267.jpg,3540.652
frame_000268.jpg,3479.521
frame_000269.jpg,3496.865
frame_000270.jpg,3588.379
frame_000271.jpg,3514.739
frame_000272.jpg,3408.058
frame_000273.jpg,3427.351
frame_000274.jpg,3415.492
frame_000275.jpg,3406.928
frame_000276.jpg,3417.938
frame_000277.jpg,3434.085
frame_000278.jpg,3543.308
frame_000279.jpg,3510.849
frame_000280.jpg,3554.719
frame_000281.jpg,3547.093
frame_000282.jpg,3494.662
frame_000283.jpg,3437.894
frame_000284.jpg,3701.435
frame_000285.jpg,3644.249
frame_000286.jpg,4465.079
frame_000287.jpg,3586.303
frame_000288.jpg,4358.163
frame_000289.jpg,3555.684
frame_000290.jpg,3591.625
frame_000291.jpg,3566.283
frame_000292.jpg,3664.978
frame_000293.jpg,3519.966
frame_000294.jpg,3484.196
frame_000295.jpg,3547.343
frame_000296.jpg,3425.087
frame_000297.jpg,3516.056
frame_000298.jpg,3447.482
frame_000299.jpg,5518.968
frame_000300.jpg,4008.584
frame_000301.jpg,4088.421
