image_name,latency_ms
frame_000212.jpg,3668.014
frame_000213.jpg,3580.248
frame_000214.jpg,3667.568
frame_000215.jpg,3685.370
frame_000216.jpg,3510.344
frame_000217.jpg,3485.269
frame_000218.jpg,3920.215
frame_000219.jpg,3823.485
frame_000220.jpg,3746.968
frame_000221.jpg,3428.104
frame_000222.jpg,3415.463
frame_000223.jpg,3453.370
frame_000224.jpg,3445.724
frame_000225.jpg,3405.908
frame_000226.jpg,3471.973
frame_000227.jpg,3438.089
frame_000228.jpg,3425.862
frame_000229.jpg,3456.510
frame_000230.jpg,3401.228
frame_000231.jpg,3462.545
frame_000232.jpg,3463.586
frame_000233.jpg,3423.369
frame_000234.jpg,3442.156
frame_000235.jpg,3422.693
frame_000236.jpg,3414.133
frame_000237.jpg,3421.222
frame_000238.jpg,3408.411
frame_000239.jpg,3398.335
frame_000240.jpg,3460.437
frame_000241.jpg,3441.988
frame_000242.jpg,3414.698
frame_000243.jpg,3428.199
frame_000244.jpg,3446.651
frame_000245.jpg,3466.319
frame_000246.jpg,3473.553
frame_000247.jpg,3418.901
frame_000248.jpg,3387.013
frame_000249.jpg,3455.715
frame_000250.jpg,3433.264
frame_000251.jpg,3406.260
frame_000252.jpg,3448.585
frame_000253.jpg,3487.771
frame_000254.jpg,3476.397
frame_000255.jpg,3598.198
frame_000256.jpg,4162.792
frame_000257.jpg,4225.024
frame_000258.jpg,3488.407
frame_000259.jpg,3456.056
frame_000260.jpg,3449.281
frame_000261.jpg,3546.696
frame_000262.jpg,3452.272
frame_000263.jpg,3555.837
frame_000264.jpg,3411.912
frame_000265.jpg,3400.587
frame_000266.jpg,3481.998
frame_000267.jpg,3404.076
frame_000268.jpg,3442.776
frame_000269.jpg,3437.169
frame_000270.jpg,3416.712
frame_000271.jpg,3440.109
frame_000272.jpg,3494.586
frame_000273.jpg,3448.365
frame_000274.jpg,3425.205
frame_000275.jpg,3434.986
frame_000276.jpg,3404.140
frame_000277.jpg,3487.849
frame_000278.jpg,3454.278
frame_000279.jpg,3430.039
frame_000280.jpg,3413.545
frame_000281.jpg,3419.957
frame_000282.jpg,3434.632
frame_000283.jpg,3427.216
frame_000284.jpg,3431.631
frame_000285.jpg,3412.812
frame_000286.jpg,3422.513
frame_000287.jpg,3425.385
frame_000288.jpg,3399.348
frame_000289.jpg,3450.179
frame_000290.jpg,3459.271
frame_000291.jpg,4154.526
frame_000292.jpg,3704.808
frame_000293.jpg,3712.163
frame_000294.jpg,3538.585
frame_000295.jpg,3477.059
frame_000296.jpg,3417.152
frame_000297.jpg,3413.251
frame_000298.jpg,3430.202
frame_000299.jpg,3447.060
frame_000300.jpg,3470.279
frame_000301.jpg,3412.854
frame_000302.jpg,3425.948
frame_000303.jpg,3448.758
frame_000304.jpg,3440.649
frame_000305.jpg,3398.554
frame_000306.jpg,3437.476
frame_000307.jpg,3413.442
frame_000308.jpg,3389.235
frame_000309.jpg,3432.262
frame_000310.jpg,3414.121
frame_000311.jpg,3422.916
frame_000312.jpg,3458.426
frame_000313.jpg,3473.278
frame_000314.jpg,3465.577
frame_000315.jpg,3548.161
frame_000316.jpg,3404.845
frame_000317.jpg,3446.913
frame_000318.jpg,3491.907
frame_000319.jpg,3408.138
frame_000320.jpg,3479.833
frame_000321.jpg,3487.524
frame_000322.jpg,3446.034
frame_000323.jpg,3494.013
frame_000324.jpg,3432.509
frame_000325.jpg,3430.442
